overall_accuracy,pixel_accuracy,pixel_accuracy_fg,frequency_weighted_iou,frequency_weighted_iou_fg,mean_iou,mean_boundary_f1,branch_recall,iou_background,precision_background,recall_background,f1_background,boundary_f1_background,iou_trunk,precision_trunk,recall_trunk,f1_trunk,boundary_f1_trunk,iou_branches,precision_branches,recall_branches,f1_branches,boundary_f1_branches,iou_support,precision_support,recall_support,f1_support,boundary_f1_support,stem
0.98130615234375,0.98130615234375,0.916148424543947,0.9649031221617349,0.8535336150910283,0.7878292780116852,0.8178850158690983,0.8955679830504276,0.986891554237391,0.9926355763252602,0.9941706815098925,0.9934025358183249,0.9880272691176379,0.6193035756017616,0.7367250486516337,0.7953181272508765,0.7649011400857129,0.6805429863752417,0.8478798339319847,0.9409085026530324,0.8955679830504276,0.917678539823302,0.942622297091063,0.8963044245013094,0.9231483350151326,0.9685766315165335,0.945317020698971,0.8304897641409901,A000_0000-0
0.98125244140625,0.98125244140625,0.9361654424325248,0.9644790100847063,0.8800761020902073,0.7454717440196473,0.7095070221554204,0.9638006010846372,0.9895015272223443,0.994826985785291,0.9946191633748603,0.9947230636752571,0.9862488714082689,0.4603242320818916,0.7779379956740606,0.5299607072691291,0.6304411334603787,0.48724595085124445,0.8925705933573813,0.9235311152583806,0.9638006010846372,0.9432362485635856,0.9216632540354348,0.8835204066196687,0.9674031868022628,0.9106302036234342,0.9381585710114666,0.7196118615795821,A000_0000-1
0.976455078125,0.976455078125,0.9124403825505032,0.9564120719594215,0.8363115433620079,0.6817051875250834,0.7382676409538117,0.9423440028771782,0.9856052633959393,0.9934866785403834,0.9920153199031274,0.9927504539957142,0.990839930537477,0.2855735120220677,0.7857917570498489,0.3096815558880036,0.4442741069654097,0.42812968798143236,0.828108641975307,0.8723054515189328,0.9423440028771782,0.9059731166030525,0.9428437891868737,0.9314334085778753,0.9684138470565195,0.9606169366572866,0.9644996347199027,0.8438294456931289,A000_0000-2
0.9914453125,0.9914453125,0.9446350235971642,0.9835703096243286,0.909524589055552,0.8405461192692814,0.8844301118395843,0.944984533804679,0.9934223573742312,0.9957289616158713,0.9976735887314279,0.99670032660108,0.9976759429807966,0.6916996047430619,0.9627592044011442,0.7107154014370287,0.8177570092968991,0.7149038981157956,0.8628637716245481,0.9085019382932351,0.944984533804679,0.9263841883891644,0.9548120837732688,0.9670749814402341,0.9944272682163404,0.9723445547510601,0.9832619402062629,0.9835743536296885,A000_0000-3
0.9839453125,0.9839453125,0.943959677771789,0.9694998105514108,0.8844135388928367,0.8422324664948494,0.8804409291233434,0.9162386777476861,0.9866309614447776,0.994548309505466,0.9919959642531372,0.9932704971814033,0.9796634273900211,0.7412290027641772,0.8075052119527263,0.9003099173553486,0.8513860055674183,0.8088189358763361,0.863099252309043,0.9370344432418638,0.9162386777476861,0.9265198847487948,0.9504044589561351,0.922369144411328,0.9433872924743246,0.9764150943396197,0.959617092320457,0.8820993925375589,A000_0000-4
0.98606201171875,0.98606201171875,0.9318910902261699,0.9736989924620563,0.8761259371763144,0.8338375705676245,0.881280958649653,0.8969964154752549,0.9911136185299522,0.9953437138699227,0.995730319621828,0.9955369791623621,0.9977135023092222,0.7455668459852411,0.8308170515097506,0.8790227859995096,0.8542403834678834,0.8042818802671279,0.8293398346729617,0.9166350890488784,0.8969964154752549,0.9067094247969473,0.930952807064052,0.9266060310446707,0.9599322295871326,0.9638859871660916,0.9619050455209748,0.9086081886177791,A000_0000-5
0.98907470703125,0.98907470703125,0.9396360786451767,0.979421799672453,0.9001113050950457,0.8426437084684859,0.901054619422052,0.9205569205569166,0.9926876035308263,0.9953188100790623,0.9973440180561173,0.9963303848752552,0.9972033988958859,0.7274504328399685,0.7657260435037988,0.9357040229884721,0.8422243775773711,0.8174861574330967,0.8504639401059263,0.9178270586212786,0.9205569205569166,0.9191899627192732,0.9547966685219281,0.9500167524595627,0.9961673586713479,0.9535018801014921,0.9743677855203807,0.9308810323111308,A000_0000-6
0.98403076171875,0.98403076171875,0.9000724404378622,0.9701427017098828,0.8230544009114535,0.5434412312085758,0.9105806749333171,0.9112339408425428,0.990452840514894,0.9947835694931814,0.9956238330221389,0.9952035238462824,0.9990174184403883,0.7924160588005971,0.8914432473064339,0.8770491803278635,0.8841876358617716,0.806162514255948,0.8379076348251302,0.912378844082802,0.9112339408425428,0.9118060330152608,0.9255795105440031,0.0,0.0,0.0,0.0,1.0,A001_0003-0
0.98861083984375,0.98861083984375,0.9368024033506568,0.9782333478014911,0.8765581914363753,0.8517198770644395,0.9237687335097574,0.9360578615547063,0.9909716180501975,0.9958293354154578,0.9951016079802852,0.9954653386479748,0.9980666936743682,0.8791603766803185,0.9333028083028012,0.9380992559637882,0.9356948853790128,0.880817627917992,0.8788233880175443,0.9349507735583655,0.9360578615547063,0.9355039899709467,0.9683900035038585,0.7971758664954559,0.8386225523294505,0.9416224412432947,0.8871428570929611,0.9220985691074218,A001_0003-1
0.97990478515625,0.97990478515625,0.8771602846492714,0.9634396555834046,0.7845296148513082,0.5177097910257243,0.8867046007515409,0.8524073500858236,0.9900983467476359,0.9948348092356524,0.9952143446232906,0.9950245406876242,0.9975265783834909,0.7530025868440469,0.800324037706202,0.9271941300267282,0.8591003715015578,0.7624673180555974,0.800126786233126,0.9288035812841083,0.8524073500858236,0.8889671464336332,0.8976464841990253,0.0,0.0,0.0,0.0,1.0,A001_0003-2
0.9855615234375,0.9855615234375,0.8629270108524468,0.9733745281524037,0.7667748446698871,0.49052963377648573,0.8630666014202645,0.9292506501950548,0.9926313300010892,0.9956129596264349,0.9969920758413243,0.9963020404288542,0.9982557505223207,0.660098074827455,0.9125031383379247,0.704701890450793,0.7952519008315126,0.6798437467127121,0.8114908265020022,0.8649292684771888,0.9292506501950548,0.8959369979518632,0.9093560575480811,0.0,0.0,0.0,0.0,1.0,A001_0003-3
0.9880517578125,0.9880517578125,0.9137171253105808,0.9772720991434689,0.8513743326177325,0.5671620942057302,0.9379885046464594,0.9152896347048661,0.9919095869902467,0.9951836079402437,0.9966942644261425,0.9959383632860698,0.9984408496868833,0.8484848484848434,0.925252792280742,0.9109245884572782,0.9180327868352429,0.8716728871061951,0.8530014341323471,0.9261140357381148,0.9152896347048661,0.9206700204044183,0.9422926268331833,0.0,0.0,0.0,0.0,1.0,A001_0003-4
0.9805908203125,0.9805908203125,0.8984989977020486,0.9637721276565903,0.8252165104872744,0.5416373111840175,0.9216429592273611,0.896539942142546,0.988185203985604,0.9930618444431704,0.9950551485896258,0.9940574972139813,0.9987844715750016,0.7828460813024234,0.8543415849628903,0.90342536373009,0.8781981680504823,0.8178227012291912,0.8420658522496292,0.9326998270101164,0.896539942142546,0.9142624854320152,0.947106176452892,0.0,0.0,0.0,0.0,1.0,A001_0003-5
