overall_accuracy,mean_iou,mean_boundary_f1,branch_recall,iou_background,precision_background,recall_background,f1_background,boundary_f1_background,iou_trunk,precision_trunk,recall_trunk,f1_trunk,boundary_f1_trunk,iou_branches,precision_branches,recall_branches,f1_branches,boundary_f1_branches,iou_support,precision_support,recall_support,f1_support,boundary_f1_support,stem
0.9846923828125,0.803128796054581,0.798581121773938,0.921485058264145,0.9908296192222371,0.9970754916224711,0.9937175499321761,0.9953936887472635,0.9860370744298581,0.6275770339170776,0.7059850374064662,0.8496398559423515,0.7711795150689017,0.6356787032055433,0.8755617977528068,0.9461462575569752,0.921485058264145,0.9336528380509499,0.9333309048873891,0.9062475564938585,0.9218532511433649,0.9816626434591075,0.9508183271989074,0.8267337572288815,A000_0000-0
0.98128173828125,0.589709511771546,0.5400036034397798,0.978307224768715,0.9930381245560025,0.9974976927395028,0.9955180796110601,0.9965069029749742,0.9879420281738699,0.0,0.0,0.0,0.0,0.0,0.8932683315703124,0.9113189545959289,0.978307224768715,0.9436257044263197,0.9207842629230935,0.8758602037443253,0.9602029386571755,0.908852786179797,0.9338224692321905,0.6992265473962461,A000_0000-1
0.98033447265625,0.6982067639794586,0.708943558911339,0.9534930767847487,0.9897544950753814,0.9967161678470791,0.9929925403482786,0.994850869768374,0.9890810947862488,0.2986590038314119,0.7423809523809171,0.33319085274630617,0.45994984506712133,0.3511354120723479,0.8565860947880679,0.8939349237123811,0.9534930767847487,0.922753969930472,0.9364471780605591,0.939375193318896,0.9558430113618451,0.9819898470592008,0.9687400318479327,0.8392480866011097,A000_0000-2
0.990244140625,0.7197482739810646,0.8206290942406648,0.9676314626601803,0.9959023522817323,0.9981789651097461,0.9977150823925796,0.9979469697936982,0.9982728842332348,0.3580654851306591,0.9030303030302346,0.37238363011557724,0.5273169652318015,0.5528768596084371,0.8319718844984764,0.8557889594528537,0.9676314626601803,0.9082801886783424,0.9377451338224678,0.9692074523140582,0.9902556936208748,0.9785399716354372,0.984362974176125,0.9712652892910892,A000_0000-3
0.98494384765625,0.85564498758845,0.8466587741884718,0.9119743517913254,0.9894583862119782,0.9969799468470641,0.992432974632867,0.9947012644443564,0.9781984988658677,0.7920980350728757,0.8132321041214574,0.9682334710743552,0.8839896250387802,0.7952141322893879,0.8705431423817421,0.9504022317373786,0.9119743517913254,0.9307918353880297,0.9399336783172633,0.9042937853107319,0.9208376481417532,0.9805194805194776,0.9497418856677228,0.8048285119587645,A000_0000-4
0.9882421875,0.8685430952686936,0.8843048419724465,0.9034238391495988,0.9937641869768212,0.9973963283621635,0.9963489053909027,0.9968723416923629,0.9986741750329453,0.8354030730372377,0.8893121218910847,0.9323467230443756,0.9103211008674382,0.8386793928461257,0.8477806990411351,0.9322704081632615,0.9034238391495988,0.9176204724239054,0.9245191462213141,0.9224455137277076,0.9469707976173152,0.972690643187581,0.9596584216225621,0.8897159868498996,A000_0000-5
0.9911376953125,0.8480533483209639,0.8797297696176312,0.9473253157463644,0.9950758114527918,0.9982192949663689,0.9968453090001308,0.9975318288063566,0.9935921835915403,0.7097931034482563,0.7536613942589118,0.9242097701149093,0.8302678282822098,0.7718107630110811,0.8746716548595047,0.9193858768406924,0.9473253157463644,0.9331465086649512,0.9465526861131324,0.9596952866551307,0.9925295834771933,0.9666778759438692,0.9794331732502999,0.9208258597286798,A000_0000-6
0.9868212890625,0.5546594744552827,0.9132172779585144,0.9464893934867016,0.993598164252814,0.9974127426597003,0.9961656441717788,0.9967888032996531,0.9981560687535497,0.7999428571428526,0.9165848228900615,0.8627511401454403,0.8888536143504974,0.8097842225985344,0.8640355662229956,0.9084105181659137,0.9464893934867016,0.9270590989067512,0.9298676112770088,0.0,0.0,0.0,0.0,1.0,A001_0003-0
0.99092529296875,0.8918165893101969,0.9356513507160679,0.9562518001728136,0.9937843430121815,0.9975571175086997,0.9962087599623071,0.9968824827472978,0.9975753089354563,0.8753790613718349,0.9371569915745463,0.9299685510470129,0.9335489334989271,0.8485242799601876,0.9005696374212576,0.9392682006789862,0.9562518001728136,0.9476839150136716,0.9629546591161672,0.8995010691374983,0.9375928677562453,0.956785443517744,0.94709193240772,0.9954751130718489,A001_0003-1
0.98166015625,0.5185375270798849,0.5479086341453259,0.8746939809212908,0.9933342284432357,0.9971471172124861,0.9961653042790376,0.9966559688980824,0.9972195542894078,0.7415756557453527,0.8051586095064316,0.9037597406290832,0.8516146321356102,0.7471677029700677,0.8140369254943018,0.921498873473257,0.8746939809212908,0.8974866101219696,0.8965581994659099,0.0,0.0,0.0,0.0,0.0,A001_0003-2
0.98711181640625,0.4957342412917855,0.5392801113754147,0.9499756176853018,0.9951853776161355,0.9982947833198802,0.9968799792888271,0.9975868796265054,0.99792802612229,0.6618602581219345,0.8898994734322536,0.720891904992722,0.7965293770594274,0.702256978964868,0.8253424657534219,0.862842800723431,0.9499756176853018,0.9043151969482359,0.9155833551613759,0.0,0.0,0.0,0.0,0.0,A001_0003-3
0.9905615234375,0.5821407307518602,0.6120256238623906,0.9364305865972926,0.9947978984923964,0.9978233652736747,0.9969613395178474,0.9973921660879653,0.9988310928781021,0.8648990659837249,0.9213043199178322,0.9338929012948082,0.9275559001697198,0.8889205516298332,0.8815231262718557,0.9376329884804427,0.9364305865972926,0.9370314017574796,0.9471563199573383,0.0,0.0,0.0,0.0,0.0,A001_0003-4
0.98193359375,0.5364857100448662,0.5648034567857755,0.8951732306781146,0.9922506786734898,0.996157469098929,0.9960630712638657,0.9961102678949604,0.9984801276192681,0.7605199487641693,0.8157439446366741,0.9182609691831773,0.8639719751590088,0.7611221305793034,0.8489371813704293,0.9426481170544472,0.8951732306781146,0.9182974844986402,0.9332882397780229,0.0,0.0,0.0,0.0,0.0,A001_0003-5
0.9861279296875,0.5396219663515036,0.889272445134389,0.93434785873401,0.9944173669467784,0.9977431775385737,0.9966591520984172,0.9972008701661633,0.9976072306781404,0.7456699504217323,0.8476796955057763,0.8610408921933022,0.8543080554235878,0.7455288441741392,0.8731959486327784,0.9302731259968079,0.93434785873401,0.9323060400843618,0.9222884912290277,0.0,0.0,0.0,0.0,1.0,A001_0003-6
0.9522021484375,0.4397274921151996,0.7662926297351419,0.9764956972623912,0.984369298904131,0.9921503480984564,0.9920958306563415,0.9921230885784619,0.9923110393222927,0.4385695327233344,0.8743907533769609,0.46805814386880185,0.6097300446234456,0.396619128013898,0.8806129436222644,0.8996829838592771,0.9764956972623912,0.9365169441822214,0.9022587611915276,0.0,0.0,0.0,0.0,1.0,B000_0
0.97822509765625,0.5369547179942215,0.4935787620553036,0.9713770357984538,0.9858449832176488,0.9930329600892828,0.9927111789268162,0.9928720433864336,0.9939297063957889,0.667187499999996,0.8007789959607559,0.7999711774030782,0.8003748827991038,0.5348111896370221,0.9436766539826682,0.9706677542643252,0.9713770357984538,0.9710222654580395,0.9459250965288887,0.0,0.0,0.0,0.0,0.0,B000_1
0.97275146484375,0.5110261939849241,0.8553627936087226,0.9155260237329602,0.9884617299005758,0.9959284357545398,0.9924723491580585,0.9941973888532295,0.9945023233306491,0.6768918695148176,0.7661418798613028,0.8531698408557222,0.8073172537581244,0.6415048826071171,0.8561867124399547,0.929626098012019,0.9155260237329602,0.9225221866480189,0.9245834982190503,0.0,0.0,0.0,0.0,1.0,B000_10
0.98126708984375,0.5625245413977654,0.8768786774379199,0.9676999171092054,0.9866707975938506,0.9945995073234747,0.9919853005512289,0.9932906838306442,0.9957925454049561,0.7535973435001798,0.8495667244367359,0.8696423502696504,0.8594873233009845,0.6672690695706074,0.9339762806931163,0.9640293645248219,0.9676999171092054,0.9658611534884384,0.9633669627431525,0.0,0.0,0.0,0.0,1.0,B000_11
0.98085693359375,0.5448027093994224,0.8810053734490616,0.9532579880005568,0.9881276248981379,0.9963971025119145,0.9916708605938598,0.9940283636459825,0.9979569233080166,0.7265559900006363,0.8043000070957156,0.8825819512574875,0.841624591574693,0.6787419710744288,0.9078521381976311,0.9501485555344826,0.9532579880005568,0.9517007319105895,0.964274149272756,0.0,0.0,0.0,0.0,1.0,B000_12
0.97864013671875,0.48215747086827054,0.7759562204108533,0.965360893482246,0.9914338522783817,0.997214638585543,0.9941869696095804,0.9956985024577193,0.9953844033669134,0.5373358348968065,0.7547169811320675,0.6510274595380919,0.6990480839141413,0.390462400318681,0.9091365777080053,0.9397942293336785,0.965360893482246,0.9524060125145576,0.9374062609138791,0.0,0.0,0.0,0.0,1.0,B000_13
0.9796484375,0.5680146409937594,0.5495855536249309,0.9613337350607604,0.986529485148792,0.9941344934864976,0.9923053333944297,0.9932190712238405,0.9956930370017154,0.7758213442130085,0.8648713345302164,0.8828344532681681,0.8737605803611246,0.6893914642009893,0.9282225787682697,0.9642212840776921,0.9613337350607604,0.9627753444449382,0.9593651966738033,0.0,0.0,0.0,0.0,0.0,B000_14
0.97821533203125,0.539657271012589,0.8479604233898442,0.951877179652034,0.9856209459619326,0.9952421097181783,0.9902870746774524,0.9927584093194675,0.9961764712966141,0.7011161127212141,0.7532794487875927,0.9101096614103825,0.824301301288025,0.5837854486269795,0.917855700316553,0.9625193313566909,0.951877179652034,0.9571686755339416,0.9600958215425535,0.0,0.0,0.0,0.0,1.0,B000_15
