overall_accuracy,pixel_accuracy,pixel_accuracy_fg,frequency_weighted_iou,frequency_weighted_iou_fg,mean_iou,mean_boundary_f1,branch_recall,iou_background,precision_background,recall_background,f1_background,boundary_f1_background,iou_trunk,precision_trunk,recall_trunk,f1_trunk,boundary_f1_trunk,iou_branches,precision_branches,recall_branches,f1_branches,boundary_f1_branches,iou_support,precision_support,recall_support,f1_support,boundary_f1_support,stem
0.9846142578125,0.9846142578125,0.9432895048566691,0.9716173831641401,0.8906695447876771,0.8110173617865716,0.8301978236762592,0.9277426030400805,0.9875994602391696,0.9947507791812149,0.9927732821928057,0.9937610468767593,0.9866875714832596,0.6015341138473839,0.6475445458496165,0.894357743097212,0.7511973783228276,0.6215668195364277,0.8776247407303808,0.9420152091254729,0.9277426030400805,0.9348244317893392,0.9502080058479432,0.9538932307819504,0.975886284795664,0.9769194934993395,0.9764026157676506,0.9188186456444063,A_Drvo0000_0000-0
0.9700732421875,0.9700732421875,0.887822429108302,0.9532371407009482,0.8297004143197797,0.575700337073602,0.5525323277475276,0.8993435081179991,0.9898614694883158,0.9953524767782238,0.9944577382761062,0.9949049063130084,0.988221592949793,0.009618416903184964,0.01396839935882725,0.029960707269153734,0.019053568596326096,0.0,0.8226819640909846,0.9061136109889351,0.8993435081179991,0.9027158662380343,0.8950083164974111,0.8948006302266365,0.9693110578658846,0.9208893323770592,0.9444799794818195,0.7625886667451717,A_Drvo0000_0000-1
0.980244140625,0.980244140625,0.9314055984218543,0.9629482791080455,0.8694994700557501,0.7975405723195061,0.8332154856852093,0.9309701492537292,0.9856631580851644,0.9934450640450971,0.9921154698245248,0.9927798217156104,0.9901443322510459,0.6077398255813843,0.8021582733812758,0.7148963453729277,0.7560176290607824,0.6915345357284939,0.8551754041832692,0.9130731922398568,0.9309701492537292,0.921934823207059,0.9520053533761978,0.9297064871938652,0.9623609095307178,0.9647880492773274,0.9635729509284896,0.856106567950936,A_Drvo0000_0000-2
0.99227783203125,0.99227783203125,0.9540115179109753,0.9852479383627382,0.9163095752214474,0.8852988271080623,0.9235877321248142,0.9370857269111748,0.9944204339539896,0.9970355785875856,0.997369301882982,0.9972024122643639,0.9980341930756208,0.8283846363388496,0.8661350042722624,0.9500156201186832,0.9061382597832144,0.8634812144983801,0.8681746072360634,0.9219106618845728,0.9370857269111748,0.9294362570036333,0.9506939912031878,0.9593372377492737,0.9929407251102974,0.9659252071359224,0.9792466750668261,0.9565879906728745,A_Drvo0000_0000-3
0.98046875,0.98046875,0.927717161711364,0.9649805604227855,0.8532838191286738,0.7752274203198223,0.8174425832640978,0.8954150714352387,0.9874694260424365,0.9963144782038238,0.9910896809824224,0.9936952116632616,0.9814810473341316,0.588170172386516,0.6027552674230048,0.9604855371900578,0.740689105708429,0.6366370939629747,0.8221021947873776,0.9094271623672202,0.8954150714352387,0.90236672464769,0.9304655181607717,0.9154098937855732,0.9560567523672328,0.9556174957118324,0.9558370735242376,0.8852251376685472,A_Drvo0000_0000-4
0.98614013671875,0.98614013671875,0.9337449422081795,0.9742605332422054,0.8740016290408279,0.8338610504728893,0.8887410845609965,0.9267438506860001,0.9921545237658282,0.9966327638700456,0.995491516743534,0.9960618133582584,0.9983384426489091,0.750234389649339,0.7880638172148752,0.9398637538172201,0.8572959073855507,0.7969593397916099,0.8290821968300744,0.8872278321236949,0.9267438506860001,0.9065554278765865,0.9414368893211207,0.9222665649392543,0.9820948690706801,0.9380390986419909,0.9595615735223134,0.927827024570259,A_Drvo0000_0000-5
0.98852783203125,0.98852783203125,0.9392442157631103,0.9789780288604616,0.8921844633917548,0.8180643688288521,0.8636348120512197,0.9097805939911164,0.9934954823426486,0.9967030461915478,0.9967712150832413,0.996737129421842,0.996771763643092,0.6676535899333662,0.6807547169811149,0.9719827586206548,0.8007101641770059,0.7419385118451244,0.8339325931486791,0.9091144038594035,0.9097805939911164,0.9094473768755591,0.9358431776827476,0.9526069234045113,0.9948219447885861,0.9573537953593564,0.9757283065398269,0.9131227466257869,A_Drvo0000_0000-6
0.979755859375,0.979755859375,0.8754628139085641,0.9632393025865993,0.7656015785737752,0.49674019172801875,0.8758883176645876,0.941499850612486,0.9905293697504578,0.9963299073566141,0.994156775140037,0.9952421549297431,0.9989279970913164,0.686055822466251,0.9050780955255345,0.7392456551214055,0.8137996539414796,0.7193916913000633,0.8041647527178053,0.8464596540238507,0.941499850612486,0.8914537893076878,0.9082732616936996,0.0,0.0,0.0,0.0,1.0,A_Drvo0003_0003-0
0.9895361328125,0.9895361328125,0.9486875863430038,0.9799655518906787,0.8872312098565862,0.8794184538334547,0.9423318049727962,0.9513233270393928,0.9915836811603725,0.9968968384648846,0.9946538020917751,0.9957740570889276,0.9981866368589037,0.887687427912335,0.9364970720206789,0.9445424560865158,0.9405025585691031,0.8762510826676493,0.8880855640535346,0.9303621169916406,0.9513233270393928,0.9407259722909002,0.9700764939882082,0.8624823695344949,0.9251134644477363,0.927217589082568,0.9261643316424706,0.9806678382625316,A_Drvo0003_0003-1
0.98091064453125,0.98091064453125,0.8942354757332731,0.9652776238008509,0.7971227119551793,0.5259674470153701,0.8917057477070972,0.8793651686974114,0.9903337349296552,0.9964645129353259,0.9938257752144565,0.995143394798459,0.9972219810247374,0.7647778614457796,0.8158859265953667,0.9242932711449809,0.8667128913043951,0.7691022556174777,0.8131244796003309,0.9152145262849585,0.8793651686974114,0.8969317757314241,0.9060149875038139,0.0,0.0,0.0,0.0,1.0,A_Drvo0003_0003-2
